"accuratePass" "saves" "goalKicks" "totalPass" "gameStarted" "cleanSheet" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "totalThrows" "totalTackle" "wasFouled" "fouls" "lostCorners" "totalSubOff" "ontargetScoringAtt" "totalScoringAtt" "totalOffside" "blockedScoringAtt" "stats[2, ]" "totalSubOn" "shotOffTarget" "local" "id_partido" "wonCorners" "yellowCard" "cornerTaken" "goalsConceded" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "goalAssist" "goals" "ownGoals" "penaltyWon" "penaltySave" "secondYellow" "redCard"
"2" NA NA "2" NA NA "1" NA "0" "2019-06-13Z" "7evyxk129dpli7omdned6cjzo" "Australia" "adw7kbza894cd6dxjgbbtkoa1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-13Z" "7evyxk129dpli7omdned6cjzo" "Australia" "1396atm2fqygu4mryh5l3jnit" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"19" "3" "6" "22" "1" NA "90" "1" "1" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "84zrex5d2ciuyc9lesz3a7pw5" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA "3" NA NA NA NA NA NA NA NA NA NA
"32" NA NA "49" "1" NA "90" "1" "3" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "8pwu65vtxkvypcpd3wxweesb9" "Defender" "1" "13" "1" NA NA "1" NA NA NA NA NA NA NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" "1" NA NA "3" NA NA NA NA NA NA NA NA NA NA
"42" NA NA "50" "1" NA "90" "7" "6" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "3iangrthyltpl31m4v1qkgn2t" "Defender" NA NA NA "1" NA NA NA NA "1" NA "1" NA NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA "3" NA NA NA NA NA "1" NA NA NA NA
"30" NA NA "40" "1" NA "90" "3" "5" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "8tux0w5del0ggtozbon3x92lm" "Defender" NA NA "1" NA NA NA NA NA NA NA NA NA NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA "3" NA NA NA NA NA NA NA NA NA NA
"15" NA NA "21" "1" NA "90" "4" "2" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "1bhiq0w0t9woyhyxtzv1s9rrp" "Defender" "4" "15" "4" "2" "3" "1" NA NA NA NA NA NA NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA "3" NA NA NA NA NA NA "1" NA NA NA
"21" NA NA "29" "1" NA "45" "2" "4" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "aclclby4wucz7122pf923u2tx" "Defensive Midfielder" "1" NA "1" NA "1" NA "1" NA NA NA NA NA NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA "1" NA "1" NA NA NA NA NA NA NA NA NA NA
"16" NA NA "23" "1" NA "90" NA "11" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "5ekbwy8vf1l1jzj6txawrg7h1" "Midfielder" "2" NA "3" "1" NA NA NA NA "3" NA "1" NA NA "2" FALSE "dsyifrtep6rjd96xbhu35vfqi" "1" NA "2" "3" NA NA NA "1" NA NA NA NA NA NA
"22" NA NA "30" "1" NA "90" "3" "10" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "aev6fiij6onjw0csaysewc0d1" "Midfielder" NA NA NA "1" NA "1" NA NA NA NA NA NA NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA "3" NA NA NA NA NA NA NA NA NA NA
"20" NA NA "25" "1" NA "45" "2" "8" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "c811si1xw5he6ih0o1mj94tsl" "Midfielder" "1" NA "2" NA NA NA "1" "1" "1" NA NA NA NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA "1" NA NA NA NA "1" NA NA NA NA NA
"27" NA NA "32" "1" NA "90" "2" "7" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "5et546tgrpw51ep3kfbzdyx1x" "Midfielder" "2" NA "4" NA "1" NA NA "1" "2" NA "1" NA NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA "1" "1" "3" NA NA NA NA NA NA NA NA NA NA
"16" NA NA "22" "1" NA "75" NA "9" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "acoesiy3zq6z5qy3y1czgvh79" "Striker" "1" NA "1" NA NA NA "1" "1" "1" NA NA NA NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA "3" NA NA NA NA "1" NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "5fkw18yxmk3wccr46kjtoz5xx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"9" NA NA "11" NA NA "45" NA "0" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "4asnz2kicgzv2exc5u2lfwudx" "Substitute" "2" NA "2" "1" "1" NA NA NA "1" NA "1" NA "1" NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA "1" NA "2" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "479w7uwn18x7ciwkoqukstmtx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "6zy4d0vvkizg1gptmft9u0zbp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "49l3z6wk4ghk2lne8976ju2tx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "ap0166ueagw059fehsj6hh3h1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "apuk07g8v7x4h7o38vlzj0n9x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "bmir1b2dki2c78rq4y2ef2mdx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "7yjvzelaq5iir99b4631uiyg9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"3" NA NA "6" NA NA "15" NA "0" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "47iatvbptp6438v5qo359yw9h" "Substitute" "1" NA "1" NA NA NA NA NA "1" NA NA NA "1" "1" FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "dzhvgrdkl4nuj8z4fd9to0ag9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsyifrtep6rjd96xbhu35vfqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA "8" NA NA "45" NA "0" "2019-06-13Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "a7yq5hwmc27r615dak86yfoph" "Substitute" "3" NA "3" NA "1" "1" NA NA "1" NA NA NA "1" "1" FALSE "dsyifrtep6rjd96xbhu35vfqi" "1" NA NA "2" NA NA NA NA NA NA NA NA NA NA
"37" "1" "1" "42" "1" NA "90" "5" "1" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "88k3tmpcg5ov13cd8b9rxyggl" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
"39" NA NA "41" "1" NA "90" "1" "3" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "e3fa1ou90dirp8yjjterhrs9h" "Defender" "1" "11" "3" NA "5" NA NA NA NA NA NA NA NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA "2" "2" NA NA NA NA NA NA NA NA NA NA
"69" NA NA "81" "1" NA "90" "4" "6" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "6bcvcloym3tzxss5hgsw4h1at" "Defender" NA NA NA "2" "1" NA NA NA "1" NA NA NA NA "1" TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
"58" NA NA "64" "1" NA "90" "4" "5" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "88mm8irc7nnlabminzyzjc5at" "Defender" NA NA NA NA NA "1" NA NA "1" NA NA NA NA "1" TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
"23" NA NA "32" "1" NA "90" NA "2" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "8dfe78e3mslilgxw4efeu295" "Defender" "3" "10" "3" "1" NA "1" NA NA NA NA NA NA NA NA TRUE "dsblku5sqm7sl23064meagrqi" "2" NA NA "2" NA NA NA NA NA NA NA NA NA NA
"51" NA NA "67" "1" NA "90" NA "4" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "3vnw015vllv7vzi79h7bplolx" "Defensive Midfielder" "2" NA "5" "2" "4" NA NA NA "1" NA "1" NA NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
"10" NA NA "15" "1" NA "61" "1" "11" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "50atlyy40e4sv5d0lbefss5w5" "Midfielder" "2" NA "2" "5" "1" "1" "1" "1" "3" NA NA NA NA "2" TRUE "dsblku5sqm7sl23064meagrqi" "1" NA "1" "1" NA NA NA NA NA NA NA NA NA NA
"26" NA NA "33" "1" NA "83" NA "10" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "nygly0mk02elp9ylmq30xhw5" "Midfielder" NA NA NA "2" "1" NA "1" NA NA NA NA NA NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"17" NA NA "22" "1" NA "90" NA "8" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "ddagc0khq0zh1ywynyci8nzrp" "Midfielder" NA "1" NA "1" NA NA NA "2" "3" NA "1" NA NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
"9" NA NA "15" "1" NA "69" NA "7" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "1to70vfsch5kwvw3kjgo1iggl" "Midfielder" "1" NA "1" "1" "3" NA "1" NA NA "1" NA NA NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"8" NA NA "17" "1" NA "90" "1" "9" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "66f0rjs4c2yih8phn6meyj74l" "Striker" NA NA NA "2" NA NA NA "2" "4" "3" "1" NA NA "1" TRUE "dsblku5sqm7sl23064meagrqi" "2" NA NA "2" NA NA NA NA "1" NA "1" NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "13x3ni2z3xpc7rlwveslbmuvp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "68a0jc6cin6hxx0bkdch9hc5x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"4" NA NA "9" NA NA "29" NA "0" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "885jvnz4souxd86bsrjr3qdat" "Substitute" NA "1" "1" "2" "4" NA NA NA NA NA NA NA "1" NA TRUE "dsblku5sqm7sl23064meagrqi" NA "1" NA "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "dcv449u8n6hvahqbgdjwuidw5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA "8" NA NA "21" NA "0" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "e3n8fh86gv7xkw2zi6jlqelzp" "Substitute" NA NA NA NA "1" NA NA NA "1" NA "1" NA "1" NA TRUE "dsblku5sqm7sl23064meagrqi" "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "dxyigy3ewt0c9xp5mqo0hh51x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "6uncwzelwxah4myhp8nzh63md" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"6" NA NA "7" NA NA "7" NA "0" "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "alkcg8tdeobe46a0epj2zlas5" "Substitute" NA NA NA "1" NA NA NA NA "2" NA NA NA "1" "2" TRUE "dsblku5sqm7sl23064meagrqi" "1" NA "3" "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "eoaatjzu9qaoxcb5kzkya5dcl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "adw7kbza894cd6dxjgbbtkoa1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "7evyxk129dpli7omdned6cjzo" "Australia" "1396atm2fqygu4mryh5l3jnit" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"15" "4" "9" "26" "1" NA "90" "4" "1" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "6cazgi9vrmiy7pj7mspkmrnbp" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA "1" "1" NA NA NA NA NA NA "1" NA NA
"23" NA NA "32" "1" NA "90" "9" "3" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "ad6p2jcex4poforoc5a2m42qd" "Defender" "3" "10" "3" "1" "2" NA NA NA "1" NA NA NA NA "1" FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"21" NA NA "30" "1" NA "90" "2" "6" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "19cmbo4cc9cgh10wgotg3s0k5" "Defender" "1" NA "1" NA NA NA NA NA NA NA NA NA NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"13" NA NA "21" "1" NA "90" "3" "5" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "45bi84zkhqhvgs9v3rtgj06ol" "Defender" NA NA "1" "2" "4" "2" NA NA NA NA NA NA NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA "1" NA "1" NA NA "1" NA NA NA NA NA NA NA
"9" NA NA "17" "1" NA "77" "2" "2" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "8qywmb7vw14hygvzliislo1xx" "Defender" "2" "8" "4" "2" "1" NA "1" NA NA "1" NA NA NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"21" NA NA "33" "1" NA "90" NA "4" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "31myx78t8pvy886l3g8tsmrit" "Defensive Midfielder" "2" NA "4" "1" "1" NA NA NA "1" NA "1" NA NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA "1" "1" NA NA NA NA NA NA NA NA NA NA
"20" NA NA "26" "1" NA "90" NA "11" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "3dftc6lswgfgb4xoju4xb2xg5" "Midfielder" "2" NA "2" "3" "1" NA NA NA NA NA NA NA NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA "1" "2" "1" NA NA NA "1" NA NA NA NA NA NA
"3" NA NA "6" "1" NA "45" NA "7" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "e2lt71eeqb97hw6wnebjrrgt1" "Midfielder" "1" NA "1" NA "3" NA "1" NA NA NA NA NA NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"16" NA NA "27" "1" NA "90" "1" "8" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "8f64tianoo4mc7t1lyz6acqtx" "Attacking Midfielder" "1" NA "3" "5" "4" "1" NA NA NA "2" NA NA NA NA FALSE "dsblku5sqm7sl23064meagrqi" "1" "1" NA "1" NA NA NA NA NA NA NA NA NA NA
"9" NA NA "16" "1" NA "90" "1" "9" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "17zgb1iogatltsw1spnvyuuol" "Striker" NA NA "1" "1" NA "1" NA "2" "2" "2" NA NA NA NA FALSE "dsblku5sqm7sl23064meagrqi" "1" NA NA "1" NA NA NA NA "2" NA NA NA NA NA
"4" NA NA "10" "1" NA "58" "1" "10" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "4ozb0pvqas6l4609mjjthvv85" "Striker" NA NA NA NA "2" NA "1" "1" "1" NA NA NA NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"3" NA NA "5" NA NA "45" "3" "0" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "72mtf2acxf523gwm13zq5jvth" "Substitute" "1" "4" "2" "1" NA "3" NA NA NA NA NA NA "1" NA FALSE "dsblku5sqm7sl23064meagrqi" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "aat1vixi4qu8bmxtw45maqytx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "5zfwazpzlcnm9r7621wefv8ph" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA "6" NA NA "13" NA "0" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "e0254ysu7nwqiuku9szuf9wph" "Substitute" "1" NA "1" "3" NA NA NA NA "1" NA "1" NA "1" NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "4iw1a8sxs6kawglqpydl14wyd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "1kmq43pxjjjacnrmcsw2dka1h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "2f36s0hmcsl67elu1yjqqfqad" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "8aglulhb1aof871k1z7exuvo5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"3" NA NA "6" NA NA "32" NA "0" "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "2v7svoulkkgzvdeb4e0hw7jyt" "Substitute" NA NA NA NA "1" NA NA NA NA "3" NA NA "1" NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "4ghj3cp5v817497z1l8k1vw0l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "horxq0sb7c6929i7mc6ctuqd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-09Z" "c072llfz8v0kxjb0y9243dftx" "Italy" "adixpvw9dh994g3pcxqp4aimt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dsblku5sqm7sl23064meagrqi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"28" "3" "8" "30" "1" "1" "90" NA "1" "2019-06-09Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "84zrex5d2ciuyc9lesz3a7pw5" "Goalkeeper" NA NA NA NA NA "1" NA NA NA NA NA NA NA NA TRUE "dso9zh5b5iw66o4eo5sw79d9m" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"43" NA NA "59" "1" "1" "90" "2" "3" "2019-06-09Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "8pwu65vtxkvypcpd3wxweesb9" "Defender" "1" "13" "2" "1" "2" NA NA NA NA NA NA NA NA NA TRUE "dso9zh5b5iw66o4eo5sw79d9m" "1" NA "1" NA NA NA NA NA NA NA NA NA NA NA
"49" NA NA "62" "1" "1" "90" "2" "6" "2019-06-09Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "3iangrthyltpl31m4v1qkgn2t" "Defender" NA NA "1" NA "1" "1" NA NA "2" NA "1" NA NA "1" TRUE "dso9zh5b5iw66o4eo5sw79d9m" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"26" NA NA "30" "1" NA "76" "2" "5" "2019-06-09Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "8tux0w5del0ggtozbon3x92lm" "Defender" NA NA "1" "1" "1" "1" "1" NA NA NA NA NA NA NA TRUE "dso9zh5b5iw66o4eo5sw79d9m" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"26" NA NA "30" "1" "1" "90" NA "2" "2019-06-09Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "1bhiq0w0t9woyhyxtzv1s9rrp" "Defender" NA "7" "2" "1" "1" NA NA NA "1" NA NA NA NA "1" TRUE "dso9zh5b5iw66o4eo5sw79d9m" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA
"25" NA NA "32" "1" "1" "90" NA "11" "2019-06-09Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "5ekbwy8vf1l1jzj6txawrg7h1" "Midfielder" "1" NA "2" NA NA NA NA "2" "5" NA "2" NA NA "1" TRUE "dso9zh5b5iw66o4eo5sw79d9m" "2" NA "2" NA NA NA NA NA NA NA NA NA NA NA
"32" NA NA "44" "1" "1" "90" "2" "8" "2019-06-09Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "aev6fiij6onjw0csaysewc0d1" "Midfielder" "4" NA "8" NA "1" NA NA NA "2" NA "1" NA NA "1" TRUE "dso9zh5b5iw66o4eo5sw79d9m" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA
"36" NA NA "44" "1" "1" "90" "7" "4" "2019-06-09Z" "1n3ndydg1dl4405q55pyp4l3p" "Brazil" "aclclby4wucz7122pf923u2tx" "Midfielder" "3" NA "4" NA "2" NA NA NA NA NA NA NA NA NA TRUE "dso9zh5b5iw66o4eo5sw79d9m" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA
