"id_partido","equipo","torneo.x","goals","totalScoringAtt","ontargetScoringAtt","blockedScoringAtt","shotOffTarget","X._precisionTiros","torneo.y","PasesTotales","Total_accuratePass","X._precision","torneo","saves","penaltyConceded","totalClearance","penGoalsConcededEquipo","golesSalvados","totalTackle","wonTackle","fouls","yellowCard","wasFouled","totalThrows","totalOffside","lostCorners","wonCorners","foulsInofensivos","cortarJuegoContrario","juegoCortado"
"diiln96a7g6s3zdefpvy8vpey","England U20","SUB20",6,23,11,2,10,47.8260869565217,"SUB20",292,210,71.9178082191781,"SUB20",2,0,30,0,32,11,8,7,2,10,39,1,3,5,5,15,55
"diiln96a7g6s3zdefpvy8vpey","Mexico U20","SUB20",1,11,3,3,5,27.2727272727273,"SUB20",321,215,66.9781931464174,"SUB20",5,0,22,0,27,20,19,10,0,7,39,0,5,3,10,29,49
"dsblku5sqm7sl23064meagrqi","Australia","ADULTO",1,16,5,4,7,31.25,"ADULTO",453,362,79.9116997792494,"ADULTO",1,0,16,0,17,15,9,20,1,19,23,4,3,7,19,29,53
"dsblku5sqm7sl23064meagrqi","Italy","ADULTO",2,6,3,2,1,50,"ADULTO",261,165,63.2183908045977,"ADULTO",4,1,26,0,30,23,14,19,3,19,22,8,7,3,16,33,52
"dso9zh5b5iw66o4eo5sw79d9m","Brazil","ADULTO",3,19,7,5,7,36.8421052631579,"ADULTO",416,325,78.125,"ADULTO",3,0,17,0,20,29,14,13,2,7,20,3,3,10,11,27,40
"dso9zh5b5iw66o4eo5sw79d9m","Jamaica","ADULTO",0,14,3,4,7,21.4285714285714,"ADULTO",254,161,63.3858267716535,"ADULTO",4,1,20,0,24,23,20,9,1,11,25,3,10,3,8,29,42
"dsyifrtep6rjd96xbhu35vfqi","Australia","ADULTO",2,11,5,2,4,45.4545454545455,"ADULTO",480,378,78.75,"ADULTO",1,1,15,1,17,22,13,7,0,7,30,1,3,4,7,20,42
"dsyifrtep6rjd96xbhu35vfqi","Brazil","ADULTO",2,11,3,4,4,27.2727272727273,"ADULTO",368,277,75.2717391304348,"ADULTO",3,0,25,0,28,23,18,7,3,6,28,0,4,3,4,25,37
"dt45dn9vhzhsymuvf5z8hobqi","Italy","ADULTO",5,15,7,2,6,46.6666666666667,"ADULTO",436,339,77.7522935779816,"ADULTO",1,0,22,0,23,27,16,3,0,8,31,1,4,7,3,19,47
"dt45dn9vhzhsymuvf5z8hobqi","Jamaica","ADULTO",0,9,1,6,2,11.1111111111111,"ADULTO",329,238,72.3404255319149,"ADULTO",2,1,25,1,28,18,11,9,2,2,30,0,7,4,7,20,36
"dtaboe9wm6fahpv3ew98l3re2","Australia","ADULTO",4,12,7,0,5,58.3333333333333,"ADULTO",652,556,85.2760736196319,"ADULTO",2,0,12,0,14,20,8,11,1,6,25,1,1,8,10,19,40
"dtaboe9wm6fahpv3ew98l3re2","Jamaica","ADULTO",1,10,3,0,7,30,"ADULTO",245,145,59.1836734693878,"ADULTO",3,0,25,0,28,17,7,6,1,10,14,2,8,1,5,13,27
"dtga5pn7wzfc67piuumupkq5m","Brazil","ADULTO",1,12,3,3,6,25,"ADULTO",393,294,74.8091603053435,"ADULTO",4,0,11,0,15,20,11,15,2,12,23,3,4,7,13,26,45
"dtga5pn7wzfc67piuumupkq5m","Italy","ADULTO",0,11,4,4,3,36.3636363636364,"ADULTO",346,265,76.5895953757225,"ADULTO",2,1,22,1,25,26,17,13,1,14,27,4,7,4,12,30,49
"ic3msza58vqdb26i9abdydm2","Netherlands","ADULTO",0,5,1,2,2,20,"ADULTO",345,219,63.4782608695652,"ADULTO",8,1,35,1,44,40,23,7,2,7,37,1,8,2,5,30,47
"ic3msza58vqdb26i9abdydm2","United States","ADULTO",2,17,10,2,5,58.8235294117647,"ADULTO",390,269,68.974358974359,"ADULTO",1,0,19,0,20,26,16,9,1,7,36,3,2,8,8,25,54
"vmks862kyg366nfexcw0pduy","Chile","ADULTO",0,5,1,0,4,20,"ADULTO",248,135,54.4354838709677,"ADULTO",4,0,29,0,33,27,17,10,2,11,17,1,11,0,8,27,29
"vmks862kyg366nfexcw0pduy","Sweden","ADULTO",2,24,6,6,12,25,"ADULTO",532,441,82.8947368421053,"ADULTO",1,0,7,0,8,10,8,13,1,9,31,3,0,11,12,21,54
"vvhuqpgur6nur451dj9rfzvu","Thailand","ADULTO",0,2,2,0,0,100,"ADULTO",256,134,52.34375,"ADULTO",7,0,52,0,59,23,14,5,1,4,25,0,10,0,4,19,29
"vvhuqpgur6nur451dj9rfzvu","United States","ADULTO",13,40,20,9,11,50,"ADULTO",649,545,83.9753466872111,"ADULTO",2,0,3,0,5,6,6,5,0,4,32,3,0,10,5,11,49
"w42nkbjvev3x4mzfpghpuhre","Chile","ADULTO",0,1,0,1,0,0,"ADULTO",227,157,69.1629955947137,"ADULTO",6,1,30,0,36,24,15,11,3,12,11,2,15,1,8,26,26
"w42nkbjvev3x4mzfpghpuhre","United States","ADULTO",3,26,9,4,13,34.6153846153846,"ADULTO",552,474,85.8695652173913,"ADULTO",0,0,3,0,3,14,6,14,2,11,22,2,1,15,12,20,50
"wdkhcgwgop9enmx0knos4fai","Sweden","ADULTO",5,35,12,4,19,34.2857142857143,"ADULTO",592,511,86.3175675675676,"ADULTO",2,0,7,0,9,21,11,10,0,3,33,0,0,6,10,21,42
"wdkhcgwgop9enmx0knos4fai","Thailand","ADULTO",1,5,3,0,2,60,"ADULTO",241,155,64.3153526970954,"ADULTO",7,1,38,1,46,30,15,5,2,9,13,1,6,0,3,20,23
"wmry0swrrnpjfg71k4u1hisq","Sweden","ADULTO",0,7,2,2,3,28.5714285714286,"ADULTO",365,246,67.3972602739726,"ADULTO",3,0,24,0,27,19,9,10,1,4,30,1,5,2,9,19,37
"wmry0swrrnpjfg71k4u1hisq","United States","ADULTO",1,16,4,3,9,25,"ADULTO",604,496,82.1192052980132,"ADULTO",2,0,10,0,12,23,15,4,1,10,17,3,2,5,3,19,35
"wv5epeavt11i899v1wz05h7u","Chile","ADULTO",1,30,5,2,23,16.6666666666667,"ADULTO",530,444,83.7735849056604,"ADULTO",2,0,4,0,6,16,12,7,0,10,25,2,3,4,7,19,41
"wv5epeavt11i899v1wz05h7u","Thailand","ADULTO",0,5,2,1,2,40,"ADULTO",280,167,59.6428571428571,"ADULTO",4,1,36,0,40,29,14,10,2,7,28,2,4,3,8,24,40
