"accuratePass" "goalsConceded" "saves" "goalKicks" "totalPass" "gameStarted" "minsPlayed" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "yellowCard" "totalThrows" "totalTackle" "fouls" "wasFouled" "lostCorners" "totalClearance" "ontargetScoringAtt" "totalScoringAtt" "shotOffTarget" "wonCorners" "blockedScoringAtt" "totalSubOff" "cornerTaken" "goals" "stats[2, ]" "totalSubOn" "local" "id_partido" "ownGoals" "totalOffside" "goalAssist" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "penaltyWon" "redCard" "cleanSheet" "secondYellow" "penaltySave"
"18" "2" "4" "9" "28" "1" "90" "1" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "ab8jzmb5h0lh7mt66h3zgm5ex" "Goalkeeper" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"20" "2" NA NA "27" "1" "90" "3" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "9za3fwnri7qk1dutb4iwmh6g9" "Defender" "4" NA "6" "5" "1" "1" "1" "2" NA NA NA "1" NA NA NA NA NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"39" "2" NA NA "44" "1" "90" "6" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "agw4ksz62ddb0q7h7lon4na0a" "Defender" "2" NA NA "5" NA NA "2" "5" NA NA NA NA NA NA NA NA NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"34" "2" NA NA "43" "1" "90" "5" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "5nsag404623qznyyizl8yuwkq" "Defender" "1" NA NA "1" "2" NA "1" "4" NA NA NA NA NA NA NA NA NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"35" "2" NA NA "40" "1" "90" "2" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "b0me6l44boibnwpbtasxoy02x" "Defender" "5" NA "7" "7" NA "1" "1" "2" "1" "1" NA "1" NA NA NA NA NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"33" "2" NA NA "44" "1" "90" "4" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "czu9f4sxl5hpe05isdexmiy2" "Defensive Midfielder" "4" NA NA "5" "2" "1" NA "1" NA NA NA NA NA NA NA NA NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"18" "2" NA NA "25" "1" "90" "11" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "e5xxqwz0sdlwkkmp8bgs1k6w9" "Midfielder" "2" NA "2" "3" "1" NA "1" "1" NA "1" NA NA "1" NA NA NA NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA "1" NA NA NA NA NA NA NA NA
"29" "2" NA NA "33" "1" "63" "10" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "5yt3hbvzpaqv8lrjgt4ahb78q" "Midfielder" "2" NA NA "2" "1" "1" NA NA NA "1" "1" NA NA "1" NA NA NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA "1" NA NA NA NA NA NA NA NA
"25" "2" NA NA "30" "1" "90" "8" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "52tr565cd0o78pb0wy5oqphwp" "Midfielder" "4" NA NA "6" NA "1" NA NA NA NA NA NA NA NA "1" NA NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"7" "2" NA NA "10" "1" "63" "7" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "7970fp1tpiv5ei6ic6r6vnxwq" "Midfielder" NA NA NA "2" NA "1" NA NA NA NA NA NA NA "1" NA NA NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"5" "2" NA NA "9" "1" "89" "9" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "enpah2m81un1f8owntavxz8fe" "Striker" NA NA NA "1" "2" "2" NA "1" "2" "2" NA NA NA "1" NA "2" NA NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "5rslwexx17p7hqwp9p3vgcxuy" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "dtj5zjdur2d1of2ip3ar4r88a" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "7x098qxoirgwlu38q1v969s6h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"3" NA NA NA "7" NA "27" "0" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "5eigt1qm1o22lkrix13xif5rd" "Substitute" NA NA NA NA "2" "2" NA NA NA "1" "1" NA NA NA "1" NA NA "1" FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA "1" "0" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "5enjhxrx2jrjqtgb9wwq0baax" "Substitute" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA "1" FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "d4xd9fxqjwfe7x46byn60dx49" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "6oj55tf7cdnnnft350f9fyhnt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA NA "6" NA "27" "0" "2019-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "j4mqmt0lccgzq4nf87ljkoyy" "Substitute" NA NA NA "1" "1" NA NA NA "1" "1" NA NA NA NA NA "1" NA "1" FALSE "ctzgeyu40vfou4ddbbwmyhca2" NA NA NA NA NA NA NA NA NA NA NA
"9" "5" "5" "10" "25" "1" "90" "1" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "2c2mkuujqqesjvszhlrnfwyne" "Goalkeeper" NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"13" "5" NA NA "29" "1" "90" "3" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "9ivhry8u24e5hb17fzgze2ep5" "Defender" NA NA "11" NA "3" "2" NA "1" NA NA NA NA NA NA "1" NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"22" "5" NA NA "34" "1" "90" "6" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "f3sg4uf5o93fju935tixltgbt" "Defender" "1" NA NA "2" "1" "1" "1" "4" NA NA NA NA NA NA NA NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"21" "5" NA NA "37" "1" "90" "5" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "etdvgfw6g3kc2t6u04w9jp2zu" "Defender" NA NA NA "1" "2" NA "1" "3" NA "1" NA NA "1" NA NA NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"22" "5" NA NA "29" "1" "90" "2" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "623gwnqjii06rgg64nzmcflyh" "Defender" "1" NA "4" "3" "3" "2" "1" "1" NA NA NA NA NA NA NA NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" "1" NA NA NA NA NA NA NA NA NA NA
"13" "3" NA NA "17" "1" "45" "11" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "8393bwgqcn4k2tjc4x7vre9yh" "Midfielder" "1" NA NA "1" "1" "2" NA NA NA NA NA "1" NA "1" NA NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"19" "5" NA NA "24" "1" "90" "8" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "3mkqnv0iovu246f6bkyzqhsve" "Midfielder" "1" NA NA "2" "4" "2" NA "1" NA NA NA NA NA NA NA NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"29" "5" NA NA "33" "1" "90" "4" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "1w8l89e83hllxy02yvg163js9" "Midfielder" "1" "1" NA "2" "3" NA "1" "4" NA NA NA NA NA NA NA NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"13" "4" NA NA "20" "1" "61" "7" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "cz888tqcgutfodvigiw1fv2eh" "Midfielder" NA NA NA NA NA "1" NA NA NA NA NA NA NA "1" "1" NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"15" "4" NA NA "20" "1" "66" "9" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "4di5fe8ewh5fpduq6hobilvjd" "Striker" "2" NA NA "2" NA "1" NA NA "2" "3" "1" NA NA "1" NA NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"7" "5" NA NA "12" "1" "90" "10" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "8yjkbdlxqb083cik4xzkqqtbd" "Striker" NA NA NA NA NA NA NA NA NA "2" "2" "1" NA NA NA NA NA NA TRUE "1zzopcszjymyod85awgoxwxgq" NA "1" NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "dmuro4pr4o1lys5qa1aym9y0a" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "advwq8bx5d9p12le100b80uzt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"3" "1" NA NA "4" NA "29" "0" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "a64ortqupkenhe2g9i6203k6h" "Substitute" "1" "1" NA "1" "1" "1" "1" NA NA NA NA NA NA NA NA NA NA "1" TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "a0jc4m58w48zth8wp2tx6y73e" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "da2bodsw8f7i33pku77mvgqg9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "52vt6vszcll8svtbh7lk3hzsa" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "a70oen38v8i9p05pxu91kbn8q" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"7" "1" NA NA "10" NA "24" "0" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "wsbgxglm3sz8vc6mmx6201d5" "Substitute" "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"17" "2" NA NA "21" NA "45" "0" "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "6sp49nn88r1ztu9vmt1x7f1wq" "Substitute" "1" NA NA "1" NA "1" NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "7iwilte0smwijj7k1dg96w02y" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"17" NA "2" "6" "33" "1" "90" "1" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "1eeq0eka4cjb86tq5l2228dl" "Goalkeeper" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA "1" NA NA
"33" NA NA NA "38" "1" "90" "3" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "an5eip4p2zmw49hh9eqksigo9" "Defender" "5" NA "7" "6" "4" "1" "1" "2" "1" "2" "1" "2" NA NA NA NA NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA "1" NA NA
"52" NA NA NA "63" "1" "90" "6" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "bzuowakssrugb33p47ge6ml4a" "Defender" NA NA NA "1" NA NA NA "7" "2" "3" NA NA "1" NA NA NA NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA "1" NA NA
"40" NA NA NA "53" "1" "90" "5" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "8r6ckwdkz9mueryruzqhwjx4a" "Defender" NA NA "1" NA NA NA NA "3" NA "1" "1" NA NA NA NA NA NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA "1" NA NA
"19" NA NA NA "25" "1" "90" "2" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "ueklj0jop1moq303rq5vnca1" "Defender" "3" NA "10" "3" "2" "2" NA "2" NA NA NA NA NA NA NA NA NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA "1" NA NA
"36" NA NA NA "49" "1" "90" "4" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "3h8jot3v5xxuwzukt6n15jwlx" "Defensive Midfielder" NA NA NA NA "1" "3" NA "1" NA NA NA NA NA NA "2" NA NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA "1" NA NA NA NA NA "1" NA NA
"30" NA NA NA "38" "1" "90" "8" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "dxqw5fvmvdmsdht1wls2jeiy2" "Defensive Midfielder" "1" NA NA "1" "2" NA NA "1" NA NA NA NA NA NA NA NA NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA "1" NA NA
"23" NA NA NA "33" "1" "83" "11" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "b9g3gwxlao9u6y4elz1sdukmh" "Attacking Midfielder" "1" NA "2" "2" NA "3" "1" NA NA "1" "1" NA NA "1" NA NA NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA "2" NA NA NA NA NA NA NA NA
"35" NA NA NA "43" "1" "90" "10" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "2e6l5yj8f5revbcv1r7md90p" "Attacking Midfielder" NA NA NA "1" NA "6" NA "1" "3" "5" "1" "1" "1" NA "2" "1" NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA "1" NA NA
"8" NA NA NA "11" "1" "71" "7" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "e713hl3clivldop8wln53rsyy" "Attacking Midfielder" NA NA NA "1" "2" "1" NA NA "3" "4" "1" "1" NA "1" NA "2" NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"9" NA NA NA "16" "1" "54" "9" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "349g9rdismqpb1aarjp011bd" "Striker" NA NA NA NA "2" NA NA NA NA "1" "1" NA NA "1" NA NA NA NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "5ox071h1gv4xlml7646veuew9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "1" NA "36" "0" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "9y4vdqqeqyf6j75hgy8zncd7t" "Substitute" "2" NA NA "3" NA NA NA NA "1" "1" NA NA NA NA NA "1" NA "1" FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "2" NA "7" "0" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "ckgsqczuiqf6pvpbricwij4rt" "Substitute" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA "2" NA NA "1" FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "3a4zndned6nwyrstdms9vo4q1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "7z5cukf90cinfc65r2slw9n1l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "115ritk0v84fatbnn1stvud49" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA NA "7" NA "19" "0" "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "5q4p56lg1vjsqo824aql0e1d6" "Substitute" "2" "1" NA "2" "1" "2" NA NA NA NA NA "2" NA NA NA NA NA "1" FALSE "1zzopcszjymyod85awgoxwxgq" NA "1" "1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "650zprda5sagvzjjtjroyvfje" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-24Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "awlhkoqc0vuqgejtd510oihre" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "1zzopcszjymyod85awgoxwxgq" NA NA NA NA NA NA NA NA NA NA NA
"14" "2" "3" "14" "19" "1" "90" "1" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "2c2mkuujqqesjvszhlrnfwyne" "Goalkeeper" NA NA NA NA NA NA "1" "2" NA NA NA NA NA NA NA NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"9" "2" NA NA "14" "1" "90" "3" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "a70oen38v8i9p05pxu91kbn8q" "Defender" NA "1" "16" "1" "4" "1" "1" "5" NA NA NA NA NA NA NA NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"15" "2" NA NA "23" "1" "90" "6" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "f3sg4uf5o93fju935tixltgbt" "Defender" NA NA NA "1" "1" "1" NA "3" NA NA NA NA NA NA NA NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"15" "2" NA NA "19" "1" "90" "5" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "etdvgfw6g3kc2t6u04w9jp2zu" "Defender" "3" "1" NA "4" "2" NA "1" "2" NA NA NA NA NA NA NA NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"13" "2" NA NA "27" "1" "90" "2" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "a0jc4m58w48zth8wp2tx6y73e" "Defender" "2" NA "14" "2" "2" NA NA NA "1" "1" NA "1" NA NA NA NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"6" "1" NA NA "13" "1" "67" "11" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "9ivhry8u24e5hb17fzgze2ep5" "Midfielder" NA NA "1" NA NA "1" NA NA NA NA NA NA NA "1" "1" NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"24" "2" NA NA "34" "1" "90" "8" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "advwq8bx5d9p12le100b80uzt" "Midfielder" "4" NA NA "6" "2" "1" NA NA "1" "1" NA NA NA NA NA NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"20" "2" NA NA "28" "1" "90" "4" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "3mkqnv0iovu246f6bkyzqhsve" "Midfielder" "1" NA NA "1" "1" "1" NA NA NA NA NA NA NA NA NA NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"2" "1" NA NA "6" "1" "52" "7" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "wsbgxglm3sz8vc6mmx6201d5" "Midfielder" NA "1" NA "2" "2" "1" NA "1" NA "1" "1" "1" NA "1" NA NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"15" "2" NA NA "27" "1" "90" "9" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "8yjkbdlxqb083cik4xzkqqtbd" "Striker" NA "1" NA NA "1" "3" NA "3" NA NA NA NA NA NA NA NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"1" "1" NA NA "2" "1" "77" "10" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "da2bodsw8f7i33pku77mvgqg9" "Striker" "2" NA NA "2" NA "1" NA NA NA "3" "3" NA NA "1" NA NA NA NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA "1" NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "dmuro4pr4o1lys5qa1aym9y0a" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "cz888tqcgutfodvigiw1fv2eh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "623gwnqjii06rgg64nzmcflyh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
"3" "1" NA NA "7" NA "38" "0" "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "a64ortqupkenhe2g9i6203k6h" "Substitute" NA NA NA NA NA "1" NA NA NA "1" "1" NA NA NA NA NA NA "1" TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-27Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "1w8l89e83hllxy02yvg163js9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20ci51srlgg9kmrz8s6upk0ve" NA NA NA NA NA NA NA NA NA NA NA
