"accuratePass" "goalsConceded" "saves" "goalKicks" "totalPass" "gameStarted" "minsPlayed" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "yellowCard" "totalThrows" "totalTackle" "fouls" "wasFouled" "lostCorners" "totalClearance" "ontargetScoringAtt" "totalScoringAtt" "shotOffTarget" "wonCorners" "blockedScoringAtt" "totalSubOff" "cornerTaken" "goals" "stats[2, ]" "totalSubOn" "local" "id_partido" "ownGoals" "totalOffside" "goalAssist" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "penaltyWon" "redCard" "cleanSheet" "secondYellow" "penaltySave"
"10" NA NA NA "18" "1" "66" "9" "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "5e300bc3sbmy6iqpvmic34qju" "Striker" NA NA NA "1" NA NA NA NA "1" "3" "2" "3" NA "1" NA "1" NA NA FALSE "20wh5k2por47exkiczchj5y0a" NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA NA "5" NA "7" "0" "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "6rwoy67xc63esstfeg2horc6i" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" FALSE "20wh5k2por47exkiczchj5y0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "1wzbok5h048nfbmusztsc3joq" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "20wh5k2por47exkiczchj5y0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "88d20uu2swwz1jr6yy9mafso9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "20wh5k2por47exkiczchj5y0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "e9htq1h97ekaj7nyug5sottgq" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "20wh5k2por47exkiczchj5y0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "claujooxyw4dzynzmy752r3l5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "20wh5k2por47exkiczchj5y0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "944pzf87cyzjh2n2snwzmuaga" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "20wh5k2por47exkiczchj5y0a" NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "2" NA "1" "0" "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "euha4w0awkqy0zo5rktvje57t" "Substitute" NA NA NA NA NA NA NA NA "1" "1" NA NA NA NA NA "1" NA "1" FALSE "20wh5k2por47exkiczchj5y0a" NA "1" NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "eteojj0lkz20ip5zxfrg7sxrd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "20wh5k2por47exkiczchj5y0a" NA NA NA NA NA NA NA NA NA NA NA
"4" NA NA NA "6" NA "24" "0" "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "95qrowsi9nifnsevn7z33z1ex" "Substitute" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA NA "1" FALSE "20wh5k2por47exkiczchj5y0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "ef3prfqjh2ts8170rykbihnu1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "20wh5k2por47exkiczchj5y0a" NA NA NA NA NA NA NA NA NA NA NA
"14" "1" "1" "6" "20" "1" "90" "1" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "55liuy1nv5h2kqh7zmvsa8aqy" "Goalkeeper" NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"38" "1" NA NA "54" "1" "90" "3" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "76ybq7omidthtex3d0iu7nmui" "Defender" "1" NA "16" "1" "4" NA NA NA NA "2" "1" NA "1" NA NA NA NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA "1" NA NA NA NA NA NA NA NA NA
"55" "1" NA NA "64" "1" "90" "6" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "f1b958d0xab1okq496kx0nfje" "Defender" "1" NA NA "2" "1" "1" NA "2" NA NA NA NA NA NA NA NA NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"43" "1" NA NA "47" "1" "90" "5" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "803n2pyj1sb57d2nl6hbl831m" "Defender" "2" NA NA "2" "2" NA "1" NA NA NA NA NA NA NA NA NA NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"37" "1" NA NA "59" "1" "90" "2" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "dx40pj1v6i89b3onmb77zb2wa" "Defender" NA NA "14" "2" "1" "1" NA "2" NA NA NA NA NA NA NA NA NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"48" "1" NA NA "59" "1" "90" "4" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "brbafvr9ywxvp65crgmhqp7xm" "Defensive Midfielder" "1" NA NA "1" "2" "1" NA "1" NA "2" "1" "1" "1" NA "3" NA NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"17" "1" NA NA "18" "1" "74" "11" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "1hxjf6sq7w3tok6augkhv6xka" "Midfielder" NA "1" NA NA NA NA NA NA "1" "2" NA "1" "1" "1" NA NA NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"30" "1" NA NA "40" "1" "90" "10" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "4awgg03h09hb0r7z16dz1wlm2" "Midfielder" NA NA NA NA "2" "1" NA NA NA "1" "1" NA NA NA "1" NA NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"22" "1" NA NA "31" "1" "90" "8" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "eop06gyrqwpv6uhtedi5pfzzd" "Midfielder" NA NA "2" NA "3" "2" NA NA NA "1" NA "2" "1" NA NA NA NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"16" "1" NA NA "20" "1" "87" "7" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "d3jchkltrcgkx836c9z69orje" "Midfielder" "1" NA NA "1" NA "3" NA "1" NA "1" NA "2" "1" "1" "4" NA NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"8" "1" NA NA "17" "1" "89" "9" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "7yjjseoqj1xwuo7z4ydop4fvu" "Striker" "1" "1" NA "3" "3" "2" NA NA "2" "5" "2" "2" "1" "1" NA "1" NA NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA "1" NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "6mf11pv0pfvyl9vom1i1pi0yy" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "9l3a8zfatjdrisaslslrcygo9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"3" NA NA NA "3" NA "3" "0" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "69m7szd2d1qiuf6101vfwq73e" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "1dluk435oh06er5avj9ilstpm" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA NA "5" NA "16" "0" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "9j72dhbw5g7pp1ei44py2nu5m" "Substitute" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "99h7400qj69gt2p7yt6pvohnu" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "164kbzdgdvclxn5zikw5hug6i" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA "1" "0" "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "19htxtc8lmbfsv83py7hzqb8q" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "24xy1ap3wamomfyyn00rzs79r" "Nigeria U20" "2uxet4ua0owmprlnbr1u237fu" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"10" "1" "2" "6" "13" "1" "90" "1" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "38bp85766w04a0nuulq5fiig9" "Goalkeeper" NA NA NA NA NA NA "2" "3" NA NA NA NA NA NA NA NA NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA "2" "1" NA NA NA NA NA "1"
"49" "1" NA NA "62" "1" "90" "4" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "8polcanty1urnwlyult4q0u3u" "Defender" NA NA NA NA "1" NA NA "4" NA NA NA NA NA NA NA NA NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA "1" NA NA NA NA NA NA
"68" "1" NA NA "73" "1" "90" "5" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "avosn2zzco4pue5lvn9ct3g15" "Defender" "2" NA NA "2" NA NA NA "9" NA "1" "1" NA NA NA NA NA NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA "1" NA NA NA NA NA NA
"44" "1" NA NA "64" "1" "90" "6" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "19o05q51b5ckrxqgo8puzchyh" "Defender" "1" "1" NA "1" "2" "1" "1" "7" NA NA NA NA NA NA NA NA NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA "1" "1" NA NA NA NA NA
"4" NA NA NA "9" "1" "45" "3" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "33ujd5662a57hodyxxgoy6ktl" "Wing Back" NA "1" "3" NA "2" "1" "1" "1" NA NA NA NA NA "1" NA NA NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"20" "1" NA NA "31" "1" "90" "2" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "7a1kv5utk8dpuo9wgj59gxfjd" "Wing Back" "1" NA "7" "2" "2" "1" "1" "8" NA "1" "1" NA NA NA NA NA NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA "1" "1" NA NA NA NA NA
"7" NA NA NA "11" "1" "45" "11" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "5qs6q4zmy8hys1fc854ran5nu" "Midfielder" "1" NA NA "1" "1" "1" NA "1" "1" "1" NA NA NA "1" NA "1" NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"32" "1" NA NA "45" "1" "90" "10" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "c2imaqij01y2z9wcfnqiyvgtl" "Midfielder" "2" NA NA "4" NA "4" NA "1" NA NA NA NA NA NA NA NA NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA "1" NA NA NA NA NA NA
"27" "1" NA NA "38" "1" "90" "8" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "9irtuwo3vahctk1gb5hp2h04p" "Midfielder" NA NA NA "2" "3" "4" NA "3" NA "1" NA NA "1" NA NA NA NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA "1" NA NA NA NA NA NA
"15" "1" NA NA "24" "1" "90" "7" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "48xw6q1zl0wws78a4nxfbir55" "Midfielder" NA NA NA "1" NA "6" "1" "1" "1" "1" NA NA NA NA NA NA NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA "1" NA "1" NA NA NA NA NA NA
"18" "1" NA NA "21" "1" "72" "9" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "9r93eapqtt54pm3i06r7hzeqy" "Striker" NA NA NA NA "1" "1" NA "1" NA NA NA NA NA "1" NA NA NA NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA "1" NA NA NA NA NA NA
"9" "1" NA NA "15" NA "45" "0" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "2bdw52yp8fp0crtax5msykpnt" "Substitute" "2" NA NA "2" "2" NA NA NA NA "1" "1" "1" NA NA "1" NA NA "1" FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA "1" NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "7qcll8m8wh7p7yjxnjek2wauh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "ah48smjzxxo8cp2m5k4py5iei" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"5" "1" NA NA "10" NA "45" "0" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "8h6oy040hk97k5sdwqc3x3pt6" "Substitute" NA NA "3" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA "1" FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA "1" NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "e94mt33h9l8fs80ndbd8im12h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "b8p3myup7rl22lbeitg08vh7t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "u3hbkeq2ly0vcikil0lvsm7e" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "3" NA "18" "0" "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "60of53vajk6tzalekzgji68yx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "1sq7k81crma1kde80f06fufhl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "dm4g3bexmcs96csbeb47l3o5j" "Ukraine U20" "285j67e6vcwhi6os4ovdi9t9m" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "871pv9h13grjzi6kkvn2zie0a" NA NA NA NA NA NA NA NA NA NA NA
"19" NA "3" "7" "21" "1" "90" "1" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "at4flt8tr925ds3dgw5zrgtm1" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA "1" NA NA
"30" NA NA NA "37" "1" "90" "3" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "b2ibeioms7t9vb3au7tpqys4p" "Defender" "3" NA "4" "4" NA "1" NA NA NA "1" "1" NA NA NA NA NA NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA "2" "2" NA NA NA NA NA "1" NA NA
"73" NA NA NA "80" "1" "90" "6" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "40msbo4o5bwx0oeuz4743w161" "Defender" NA NA NA "1" "2" "1" "1" "3" "2" "3" "1" NA NA NA NA "1" NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA "1" NA NA
"58" NA NA NA "66" "1" "90" "5" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "dfp3y0edqm1vg85f6n3b6ut49" "Defender" NA NA "2" NA NA "3" NA "1" "1" "2" "1" NA NA NA NA NA NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA "1" NA NA
"22" NA NA NA "25" "1" "61" "2" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "769pk71w97o3z1x34npz8quh" "Defender" "1" NA "2" "3" NA "3" NA "1" NA NA NA "1" NA "1" NA NA NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
"43" NA NA NA "53" "1" "90" "11" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "7dnxkce4kn8qchaavv6e4tm21" "Midfielder" "3" "1" "3" "4" "1" "1" NA NA "2" "3" "1" NA NA NA NA "1" NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA "4" NA NA NA NA NA "1" NA NA
"48" NA NA NA "56" "1" "68" "8" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "50j8jwihp7kviifscjim8f0mh" "Midfielder" "1" NA "1" "2" "1" NA NA NA NA "1" "1" "2" NA "1" NA NA NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
"68" NA NA NA "91" "1" "90" "4" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "9utpsxqh8654yuyk4a5rx15ux" "Midfielder" "1" NA NA "1" "1" NA NA "2" NA "1" "1" NA NA NA NA NA NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA "1" NA NA NA NA NA "1" NA NA
"46" NA NA NA "51" "1" "90" "7" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "4b9srd007t7rlrysmgxmwpuy1" "Midfielder" NA NA NA NA "3" "4" NA NA NA "2" NA "2" "2" NA "6" NA NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA "2" NA NA NA NA NA "1" NA NA
"13" NA NA NA "17" "1" "90" "9" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "atzboo800gv7gic2rgvgo0kq1" "Striker" "1" NA "1" "1" "3" "3" NA NA "10" "13" "3" NA NA NA NA "9" NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA "1" NA "1" NA NA
"16" NA NA NA "20" "1" "78" "10" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "cc04mat3snly9oe4bt7xaeooa" "Striker" NA NA NA "1" NA "1" NA NA NA "1" "1" "1" NA "1" NA NA NA NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA "2" NA NA NA NA NA NA NA NA
"16" NA NA NA "18" NA "22" "0" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "d6sstsibcsfxporots5k9cicp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "e6p5i2ujvk0t9mo0h2gvrlka1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "8qwi3kh86b31w5orft10m0rft" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "e6yc5qtgd5jjkeryt484mw0kp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "3" NA "12" "0" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "4w0adddkbx4642lkebbcmxbzd" "Substitute" NA NA NA "1" NA "1" NA NA "1" "2" "1" NA NA NA NA "1" NA "1" TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "edqopfgcbxaie5cpyotjnr10p" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "20i5y3j4afmbelygcf1hbnu2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "9rkqs6yh512zvzo79wgi4x1m2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA NA "7" NA "29" "0" "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "88mmoskb8jyiyqyfvxvz0qmwa" "Substitute" NA NA "1" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-30Z" "aaq4dfzfmafbop5976if2z88a" "Norway U20" "bybggxgpzlr7xz2f1i3b7c0kp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA NA NA NA NA NA NA NA
"8" "12" "4" "18" "27" "1" "90" "1" "2019-05-30Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "2c2mkuujqqesjvszhlrnfwyne" "Goalkeeper" NA NA NA NA "1" NA "1" "1" NA NA NA NA NA NA NA NA NA NA FALSE "20plgz58emc9t3fb9whz4rhpm" NA NA NA "1" "1" "1" NA NA NA NA NA
"11" "12" NA NA "23" "1" "90" "3" "2019-05-30Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "a70oen38v8i9p05pxu91kbn8q" "Defender" "1" NA "8" "1" "3" "1" NA "3" "1" "1" NA NA NA NA NA NA NA NA FALSE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA "1" NA NA NA NA NA NA
"14" "12" NA NA "24" "1" "90" "6" "2019-05-30Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "f3sg4uf5o93fju935tixltgbt" "Defender" NA NA "1" "1" NA "1" NA "4" NA NA NA NA NA NA NA NA NA NA FALSE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA "1" NA NA NA NA NA NA
"2" "5" NA NA "7" "1" "45" "5" "2019-05-30Z" "44v7p7fl9l0ygyb1a768uwcpj" "Honduras U20" "dmuro4pr4o1lys5qa1aym9y0a" "Defender" NA NA NA NA NA NA "2" "3" NA NA NA NA NA "1" NA NA NA NA FALSE "20plgz58emc9t3fb9whz4rhpm" NA NA NA NA "1" NA NA NA NA NA NA
