"accuratePass";"goalsConceded";"saves";"penaltyFaced";"goalKicks";"totalPass";"gameStarted";"penGoalsConceded";"minsPlayed";"totalClearance";"formationPlace";"fecha";"idequipo";"equipo";"idjugador";"position";"firstName";"lastName";"wonTackle";"wasFouled";"lostCorners";"totalThrows";"totalTackle";"ontargetScoringAtt";"totalScoringAtt";"goals";"penaltyConceded";"totalOffside";"wonCorners";"fouls";"shotOffTarget";"yellowCard";"totalSubOff";"goalAssist";"cornerTaken";"stats[2, ]";"totalSubOn";"local";"id_partido";"blockedScoringAtt";"penaltyWon";"redCard";"secondYellow";"ownGoals";"cleanSheet";"penaltySave"
"57";"4";NA;NA;NA;"65";"1";"2";"90";NA;"4";"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"botqlztwytzlws7sy38ugacb9";"Defensive Midfielder";"Carlos Patricio";"Cisternas Tobar";"5";"3";NA;NA;"8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
"61";"4";NA;NA;NA;"69";"1";"2";"90";NA;"11";"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"agl2jhbq7u65furhjlmlddxx";"Midfielder";"Martín Miguel";"Cortés";"2";"1";NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
"48";"2";NA;NA;NA;"64";"1";"1";"58";NA;"8";"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"87z83zs05oeexy65m84jhm5zp";"Midfielder";"Carlos Felipe Ignacio";"Espinosa Contreras";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
"53";"4";NA;NA;NA;"56";"1";"2";"90";NA;"7";"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"c8kksze0li7ndudwsxusykamt";"Midfielder";"Sebastián";"Zúñiga Fuenzalida";NA;"1";NA;"2";NA;"2";"2";"1";NA;"1";"1";"3";NA;NA;NA;NA;"1";NA;NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
"24";"4";NA;NA;NA;"32";"1";"2";"90";"1";"10";"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"d7ea8x5fwp8d8reks1bxrqggl";"Striker";"Mauro Daniel";"Quiroga";NA;"2";NA;NA;NA;"1";"3";NA;NA;"4";NA;"2";"2";NA;NA;NA;NA;NA;NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
"31";"4";NA;NA;NA;"41";"1";"2";"90";NA;"9";"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"drovr2si0a0l912du7ggiamz9";"Striker";"Gabriel Alejandro";"Vargas Venegas";NA;"1";NA;NA;NA;"1";"2";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";"1";"1";NA;NA;NA;NA;NA
"10";"2";NA;NA;NA;"11";NA;"1";"32";NA;"0";"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"ch24btk29fxkdm14rzea7igdm";"Substitute";"Matias";"Cavalleri Lopetegui";"1";"1";NA;"1";"1";NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;"1";FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"3hwreqq7j8a5m8wq44hf1uqd";"Substitute";"Diego Armando";"Díaz Ahumada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"9qzfichl4hqzv5vwyp3bo8vdh";"Substitute";"Nicolás Arturo";"Gauna";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"jocduzpq5qd5ai78yoac8cet";"Substitute";"Christian André";"Jelvez Palacios";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
"5";"2";NA;NA;NA;"9";NA;"1";"19";NA;"0";"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"3ykhwmeyt1pejd3yq7yby51hx";"Substitute";"Joao Luis";"Ortiz Perez";NA;"2";NA;"4";NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"3gl531k6v6qumpxb5tp17nxlh";"Substitute";"Felipe Andrés";"Reynero Galarce";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-11-23Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"d7kjfjvkxk223lpk0k2cg1fit";"Substitute";"Luis Rodrigo";"Santelices Tello";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"9yqjhj9zgfyl38axyhnen927e";NA;NA;NA;NA;NA;NA;NA
"20";"1";"3";NA;"13";"31";"1";NA;"90";"2";"1";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"5hxyo9kveiykjyewoat4q7yl1";"Goalkeeper";"Eryin Alexis";"Sanhueza Mora";NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"13";"1";NA;NA;NA;"14";"1";NA;"90";"10";"4";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"abb1eu1hpcrox97w3z01nxrkl";"Defender";"Fabián Andrés";"Torres Cuello";"1";NA;NA;"4";"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";"1";NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"13";"1";NA;NA;NA;"19";"1";NA;"90";"8";"5";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"be2mkt8tl6bgnm4nyzb5l02c5";"Defender";"Manuel Elías";"Fernández Guzmán";NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"9";"1";NA;NA;NA;"16";"1";NA;"72";"4";"6";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"epvt3nij5xk960wrr4omk2f2t";"Defender";"Carlos Alfredo";"Labrin Candia";NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"1";"3";NA;NA;"1";NA;NA;NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"25";"1";NA;NA;NA;"35";"1";NA;"90";NA;"3";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8i2jufhd0hz8i0n88p82sk0r9";"Midfielder";"Matías Daniel";"Campos Toro";"1";NA;NA;"10";"2";NA;"2";NA;NA;NA;NA;"2";"2";"1";NA;NA;NA;NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"24";"1";NA;NA;NA;"27";"1";NA;"81";"1";"8";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"a1ifm5kvocs5jjejgg3tkp1x";"Midfielder";"Darío";"Bottinelli";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";"1";NA;"1";"1";"2";NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"16";"1";NA;NA;NA;"19";"1";NA;"68";NA;"7";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4yvk7o42utehkf7nki39zafo5";"Midfielder";"Iván Gonzalo";"Vásquez Quilodrán";"2";NA;NA;"1";"2";NA;NA;NA;NA;NA;NA;"1";NA;"1";"1";NA;NA;NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"16";"1";NA;NA;NA;"23";"1";NA;"90";"3";"2";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"cv2m0fe5o4urquub6b5gm4t4a";"Midfielder";"Nicolás Esteban";"Fernández Muñoz";NA;"2";NA;"9";NA;NA;"1";NA;NA;NA;NA;"3";"1";"1";NA;NA;NA;NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"41";"1";NA;NA;NA;"48";"1";NA;"90";NA;"9";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"18pa8hde4d0jkbtpltej87tg5";"Attacking Midfielder";"Iván Patricio";"Ledezma Ahumada";"1";"1";NA;NA;"1";"2";"3";"2";NA;NA;"2";"2";"1";NA;NA;NA;"3";NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"23";"1";NA;NA;NA;"34";"1";NA;"90";"2";"11";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bj3lt3rad9p93r4soac60f651";"Striker";"Ignacio Alejandro";"Jeraldino Jul";"2";"2";NA;NA;"2";"1";"1";"1";NA;"2";"1";"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"19";"1";NA;NA;NA;"26";"1";NA;"90";NA;"10";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"edzgrsne5h4lt5m2aex9s59t5";"Striker";"Sergio Henrique";"Santos Gomes";"1";"1";NA;NA;"1";"2";"2";NA;NA;"4";"3";"2";NA;NA;NA;"1";NA;NA;NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"1";NA;NA;NA;NA;"4";NA;NA;"18";"2";"0";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4ry41imxbur7epfo5igydybpx";"Substitute";"Osvaldo Javier";"Bosso Torres";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"10";NA;NA;NA;NA;"11";NA;NA;"22";NA;"0";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8vrkluulimwjtncia6xiui5zp";"Substitute";"Luis Alberto";"Cabrera Figueroa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"9j5hkfilerc8upy6zl1gpucph";"Substitute";"Nicolás Ignacio";"Crovetto Aqueveque";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"56xhn0pktp3nfatvz4qsmjwq2";"Substitute";"Joaquín Andrés";"García Epull";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bn04vhl78qfknkl5fk84rkuz9";"Substitute";"Juan Andrés";"Leiva Mieres";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"10";NA;NA;NA;NA;"10";NA;NA;"9";NA;"0";"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"3i66iyijtz2p4xd7ngsc444ph";"Substitute";"Ariel Elías";"Martínez Arce";"1";"2";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-22Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"adh3gj9e2avq8j3ib8kbfjw7p";"Substitute";"Renato Nicolás";"Tarifeño Aranda";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"28";"3";"2";NA;"9";"34";"1";NA;"90";"2";"1";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"5l55k32gtg6ybze7w1s6w2pcl";"Goalkeeper";"Rodrigo Felipe";"Naranjo López";NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"23";"3";NA;NA;NA;"38";"1";NA;"90";"6";"3";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"gr9yavamkh4wlc9tk0x4355h";"Defender";"Hans Francisco";"Salinas Flores";"2";"1";"2";"9";"2";"1";"1";NA;NA;NA;"1";"3";NA;"1";NA;NA;NA;NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"46";"3";NA;NA;NA;"55";"1";NA;"90";"1";"6";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"2vq6zte475lnqe51wu8ub6ok5";"Defender";"Mauricio Alejandro";"Zenteno Morales";"1";"2";"2";NA;"1";NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"23";"3";NA;NA;NA;"32";"1";NA;"90";"5";"5";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"c3hppkqrb6qixh7jnmzr61lg5";"Defender";"Matías Javier";"Blázquez Lavín";"2";"2";"1";"1";"3";NA;"1";NA;NA;NA;NA;"1";"1";"1";NA;NA;NA;NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"40";"3";NA;NA;NA;"49";"1";NA;"90";"2";"2";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"e78doxgzcih1dfw6qwsxf987p";"Defender";"Esteban Andrés";"Carvajal Tapia";NA;"3";NA;"7";NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"44";"3";NA;NA;NA;"49";"1";NA;"90";NA;"4";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"82u8tt9aazfveho8oxtqdnvmd";"Defensive Midfielder";"Diego Nicolás";"Fernández Castro";"1";"1";NA;NA;"1";"1";"1";NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"31";"3";NA;NA;NA;"39";"1";NA;"82";NA;"8";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"7b5xgiqykuubcko0y4j8r5239";"Defensive Midfielder";"Carlos José";"Sierra López";NA;"2";NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";"1";NA;NA;NA;NA;NA;NA
"18";"2";NA;NA;NA;"20";"1";NA;"45";NA;"11";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"dg9dpni3v7c5j8s9eke5tan6d";"Attacking Midfielder";"Johan Patricio";"Fuentes Muñoz";NA;"3";NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"57";"3";NA;NA;NA;"66";"1";NA;"78";NA;"10";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"7kunczy7bwteiom7kssis5mfp";"Attacking Midfielder";"Luis Gonzalo";"Bustamante";NA;"1";NA;"3";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";NA;"2";NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";"1";NA;NA;NA;NA;NA;NA
"21";"3";NA;NA;NA;"25";"1";NA;"90";NA;"7";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"f3tjqzh572x0hdklx5o2ue1g5";"Attacking Midfielder";"Leonardo Gabriel";"Rolón";"1";"1";NA;"2";"1";NA;"3";NA;NA;NA;"1";NA;"3";NA;NA;NA;"1";NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"11";"3";NA;NA;NA;"15";"1";NA;"90";"1";"9";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"6g7iltdu58m3wh7a8nbbzbieh";"Striker";"Edwuin Alexander";"Pernía Martínez";NA;"1";NA;NA;NA;"2";"5";"1";NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;FALSE;"crmlayscntkqoz0x670afqnvu";"2";NA;NA;NA;NA;NA;NA
"10";"1";NA;NA;NA;"14";NA;NA;"45";"1";"0";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"34v1fs13fuhqnec5sovcuhf4l";"Substitute";"Raúl Oscar";"Becerra";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"25rd11q4pdl1dewh24ghnzl61";"Substitute";"Julio Junior";"Bórquez Hernández";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"3wve66zmimi3kffepdjc65m1h";"Substitute";"Pablo Ignacio";"Corral Mondaca";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"d6z2xzodhjxq7jff3ypstk4tm";"Substitute";"Michael Andrés";"Fuentes Vadulli";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"avn0jscypr3ybthd894j8v651";"Substitute";"Hernán Ezequiel";"Lópes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"11";NA;NA;NA;NA;"15";NA;NA;"8";NA;"0";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"73okn4qlocjbye0e88m3gkez9";"Substitute";"Juan Pablo";"Miño";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"1";FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"9";NA;NA;NA;NA;"13";NA;NA;"12";NA;"0";"2018-09-22Z";"4wb893al733feakm9teqqqnlg";"Deportes Iquique";"2jcmv9p4tuyw8msahq5jzry6t";"Substitute";"Michael Fabián";"Rios Ripoll";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";FALSE;"crmlayscntkqoz0x670afqnvu";NA;NA;NA;NA;NA;NA;NA
"19";"1";"1";NA;"5";"30";"1";NA;"90";"1";"1";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bee7alctox3ztjap9aoap83it";"Goalkeeper";"Nicolás Miroslav";"Peric Villarreal";NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";NA;NA;NA;NA;NA;NA;NA
"5";"1";NA;NA;NA;"11";"1";NA;"52";NA;"3";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"9j5hkfilerc8upy6zl1gpucph";"Defender";"Nicolás Ignacio";"Crovetto Aqueveque";NA;NA;NA;"10";NA;NA;"1";NA;NA;NA;"3";"1";NA;NA;NA;NA;"1";NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";"1";NA;"1";"1";NA;NA;NA
"20";"1";NA;NA;NA;"22";"1";NA;"90";"7";"6";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"abb1eu1hpcrox97w3z01nxrkl";"Defender";"Fabián Andrés";"Torres Cuello";"3";"1";"3";NA;"3";NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";NA;NA;NA;NA;NA;NA;NA
"15";"1";NA;NA;NA;"25";"1";NA;"90";"6";"5";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"epvt3nij5xk960wrr4omk2f2t";"Defender";"Carlos Alfredo";"Labrin Candia";"1";"2";"1";NA;"3";"1";"3";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";"2";NA;NA;NA;NA;NA;NA
"21";"1";NA;NA;NA;"28";"1";NA;"90";"4";"2";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4ry41imxbur7epfo5igydybpx";"Defender";"Osvaldo Javier";"Bosso Torres";"1";NA;NA;"14";"2";"2";"2";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";NA;NA;NA;NA;NA;NA;NA
"30";"1";NA;NA;NA;"39";"1";NA;"90";"2";"8";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8vrkluulimwjtncia6xiui5zp";"Defensive Midfielder";"Luis Alberto";"Cabrera Figueroa";"2";"1";"1";NA;"4";NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";"1";NA;NA;NA;NA;NA;NA
"29";"1";NA;NA;NA;"33";"1";NA;"90";"1";"4";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"arj6wz36r6wr961xynqg4m4lx";"Defensive Midfielder";"Fernando Nicolás";"Cornejo Miranda";"3";"3";NA;NA;"5";NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";NA;NA;NA;NA;NA;NA;NA
"24";"1";NA;NA;NA;"33";"1";NA;"78";NA;"11";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"b3gzwpdhc43oz9u4ihkqgug2d";"Attacking Midfielder";"Joe Axel";"Abrigo Navarro";NA;"6";NA;NA;NA;"1";"2";NA;NA;NA;"1";"2";"1";NA;"1";NA;NA;NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";NA;NA;NA;NA;NA;NA;NA
"16";"1";NA;NA;NA;"22";"1";NA;"67";NA;"7";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"al3ls8yq5tgr0ss8vdea84ogl";"Attacking Midfielder";"Bryan Paul";"Carrasco Santos";NA;"1";NA;NA;"1";NA;NA;NA;NA;"1";"1";NA;NA;NA;"1";NA;"8";NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";NA;NA;NA;NA;NA;NA;NA
"12";"1";NA;NA;NA;"22";"1";NA;"90";NA;"9";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"edzgrsne5h4lt5m2aex9s59t5";"Striker";"Sergio Henrique";"Santos Gomes";"1";"2";NA;"1";"3";"1";"2";NA;NA;NA;"2";"4";NA;NA;NA;NA;NA;NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";"1";NA;NA;NA;NA;NA;NA
"5";"1";NA;NA;NA;"9";"1";NA;"55";NA;"10";"2018-02-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"9ap9bgfsxrl260mrxus0se3f9";"Striker";"Washington Sebastián";"Abreu Gallo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;NA;"1";NA;NA;NA;NA;TRUE;"23upej43g64iy1ff1l1o5t4ru";NA;NA;NA;NA;NA;NA;NA
