"accuratePass" "penaltyConceded" "goalsConceded" "penaltyFaced" "goalKicks" "totalPass" "gameStarted" "penGoalsConceded" "minsPlayed" "fouls" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "totalThrows" "totalTackle" "wonCorners" "yellowCard" "totalScoringAtt" "shotOffTarget" "wasFouled" "lostCorners" "totalOffside" "totalSubOff" "cornerTaken" "ontargetScoringAtt" "blockedScoringAtt" "stats[2, ]" "totalSubOn" "redCard" "local" "id_partido" "saves" "cleanSheet" "goals" "penaltyWon" "goalAssist" "secondYellow" "penaltySave" "ownGoals"
"21" NA "1" NA NA "32" "1" "1" "90" "1" "3" "2" "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "3f3jcsa7gk6in9fskp9w5a5t5" "Defender" "2" "13" "3" "1" NA "2" NA "1" "1" NA NA NA "1" "1" NA NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
"16" NA "1" NA NA "25" "1" "1" "90" "5" NA "8" "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "3bysj69bufnbqx70q6ufzat49" "Midfielder" "2" NA "2" "1" "1" "1" "1" "2" NA NA NA "3" NA NA NA NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
"23" NA "1" NA NA "30" "1" "1" "73" "1" "1" "4" "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e5gsmkgu13y4f0abcwmeyjwet" "Midfielder" "2" NA "2" "1" "1" NA NA "1" NA NA "1" NA NA NA NA NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
"22" "1" "1" NA NA "30" "1" "1" "90" "1" "3" "7" "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "behb7gc1cdoqpke5qr9n2isx5" "Midfielder" "2" NA "4" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
"16" NA "1" NA NA "20" "1" "1" "62" "1" NA "11" "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e81dfbtza1g8v3lozf39x3f85" "Striker" NA NA NA NA NA "2" "1" NA NA "1" "1" "1" "1" NA NA NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA "1" NA NA NA NA NA
"12" NA "1" NA NA "19" "1" "1" "90" "1" NA "9" "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e8an897mmidiq51r2wz1c3jdh" "Striker" "1" NA "1" NA NA "2" NA "1" NA NA NA NA "2" NA NA NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
"11" NA "1" NA NA "16" "1" "1" "55" "1" NA "10" "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "8k4bo5cdv9t51ccw8jossry09" "Striker" "3" NA "4" NA NA NA NA NA NA "1" "1" NA NA NA NA NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "8ffuqi4wbdmvnxsy2nhi566s5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "71p9z7bqvgzb5t115fmos6fop" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "8jtk7kz2a83btj374gb16xf4l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e7gekaap160wj8k0u261ghas5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e7qa9kd1s479rhjeh5v299i39" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
"6" NA NA NA NA "8" NA NA "28" "1" "1" "0" "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "72epbu5djb65bn90zm8cs51w5" "Substitute" NA NA "1" "1" NA "1" "1" NA NA NA NA NA NA NA NA "1" NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e4x6fx7njwfevkwf1t0ocyq51" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "5t952swvuoed4pdwgbi4yjhex" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
"2" NA NA NA NA "6" NA NA "35" NA NA "0" "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "10sgqupeyfyjh5ekl7yxs8iqx" "Substitute" "2" NA "2" NA NA NA NA "2" NA NA NA NA NA NA NA "1" NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
"3" NA NA NA NA "3" NA NA "17" NA "2" "0" "2017-05-24Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e65zqndnze1xzef4qlkhd1v4l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "xgm9uzzhpov2ejxtwhzls3c9" NA NA NA NA NA NA NA NA
"10" NA NA NA "12" "33" "1" NA "90" NA "5" "1" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "5k358yk19njlhygr4mjlc1eqx" "Goalkeeper" NA NA NA NA NA NA NA "1" "4" NA NA NA NA NA NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" "6" "1" NA NA NA NA NA NA
"5" NA NA NA NA "12" "1" NA "90" NA "9" "4" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "66uswc8443ux22qxazug7d815" "Defender" NA "7" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA "1" NA NA NA NA NA NA
"7" NA NA NA NA "8" "1" NA "52" NA "3" "5" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "2ypljgvjkcnh54aoaa0mtp33d" "Defender" NA NA NA NA NA NA NA "1" "3" NA "1" NA NA NA NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"13" NA NA NA NA "19" "1" NA "90" "1" "7" "6" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "a6kfmkibpofzq1tcux9redqeh" "Defender" "1" "7" "1" NA "1" NA NA NA "3" NA NA NA NA NA NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA "1" NA NA NA NA NA NA
"8" NA NA NA NA "18" "1" NA "90" "1" "1" "3" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "8243fpjmbs5kespadpl8a104p" "Midfielder" "5" "4" "8" "1" NA NA NA "5" "2" NA NA "1" NA NA NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA "1" NA NA NA NA NA NA
"13" NA NA NA NA "24" "1" NA "90" NA "2" "8" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "8gwr8wxpsv8rairvq7knocg6h" "Midfielder" "1" NA "1" NA NA "3" "1" "1" NA NA NA NA "1" "1" NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA "1" NA NA NA NA NA NA
"10" NA NA NA NA "18" "1" NA "90" "2" "3" "11" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "d4u26caqbiaw8w05u26c6zm5l" "Midfielder" "2" NA "4" NA NA "1" "1" "2" NA NA NA NA NA NA NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA "1" NA NA NA NA NA NA
"16" NA NA NA NA "24" "1" NA "86" "2" "1" "7" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "bwq89z2cncu4pscz9xs3a6kt1" "Midfielder" NA NA NA NA NA "4" "3" "5" "1" NA "1" "2" "1" NA NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA "1" NA NA NA NA
"14" NA NA NA NA "18" "1" NA "90" "2" "1" "2" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "dp0k749rh1b33kivaovnpwq21" "Midfielder" "1" "9" "2" "1" NA NA NA "3" NA NA NA NA NA NA NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA "1" NA NA NA NA NA NA
"12" NA NA NA NA "18" "1" NA "72" "1" NA "9" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "7vfi4xx7xmrkzdizzoz7v3jl5" "Striker" NA "1" NA NA NA "1" "1" "1" NA "1" "1" NA NA NA NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA "1" NA NA NA NA
"11" NA NA NA NA "23" "1" NA "90" "1" "4" "10" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "ep5axp8r6ztfgc11jp05ra6zt" "Striker" "1" NA "1" "1" "1" "2" NA "1" NA NA NA NA "2" NA NA NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA "1" "1" NA NA NA NA NA
"3" NA NA NA "1" "9" NA NA "38" "1" "2" "0" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "f16knu2zvp58b4yqyf0xu76x" "Substitute" "2" "1" "2" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "7h6dcr6i7pot28agxeyx7n7jd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "9r6nspi1i7fqw5eizms8l2ynd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "ylg7f0bd2n8onhe8el8k3209" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "3gaoqrkf73134kvk2a023coa1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "7ltqixhgg5za5bcuzg6vqbo45" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "9z6mjhgvvqg7sviq7efst2x2h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA "2" NA NA "18" NA NA "0" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "ya4be88que5bynpxfv8gkt7t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA "2" NA NA "4" NA NA "0" "2017-05-27Z" "4w76p408061aodqkpdgew48xk" "Costa Rica U20" "c5tcmq68njyhc1guy7dg7vutx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"12" NA "1" "2" "5" "19" "1" NA "90" NA "5" "1" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "bfmr4ff2e29ud7cngye3t1mg9" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" "3" NA NA NA NA NA "1" NA
"19" NA "1" NA NA "36" "1" NA "90" "3" "2" "3" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "60lkp6cjrncznji86pl87hp7t" "Defender" "4" "16" "4" "3" "1" NA NA "1" "1" NA NA "5" NA NA NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"25" NA "1" NA NA "37" "1" NA "90" "2" "2" "6" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "bmlb2pjym0f9eq9r5s2cx06ax" "Defender" "1" NA "2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"22" "1" "1" NA NA "26" "1" NA "90" "2" "6" "5" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "1r2jobwepe6hphph3rh99iwa1" "Defender" NA NA NA NA NA "1" NA NA NA NA NA NA "1" NA NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"35" NA "1" NA NA "48" "1" NA "90" "1" "4" "2" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "urgd3j6xnh493r9vhad7fu1" "Defender" "2" "16" "3" NA NA NA NA "2" NA NA NA NA NA NA NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"19" NA "1" NA NA "27" "1" NA "90" "3" NA "11" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "5p8y1fedi7alsnrdwg7lmw99l" "Midfielder" NA NA NA "1" NA "6" "4" "1" NA "1" NA NA NA "2" NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"29" "1" "1" NA NA "35" "1" NA "90" "2" "1" "8" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "1n3uh0qwkre8oj7g9c54l149" "Midfielder" "2" NA "2" "1" NA "2" NA NA NA NA NA NA "1" "1" NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"20" NA "1" NA NA "27" "1" NA "52" "1" "1" "4" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "5usxbdn78x3drqdur109rvvmx" "Midfielder" NA NA "1" NA NA "2" "1" NA NA NA "1" NA NA "1" NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"16" NA "1" NA NA "22" "1" NA "79" "2" "2" "7" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "bcscjb9jdgu4ims9n3vwuj5k9" "Midfielder" "1" "1" "2" "3" NA "1" "1" "2" NA "1" "1" "4" NA NA NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"20" NA "1" NA NA "25" "1" NA "90" NA "1" "9" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "otz9c2ifww514ummo10nfoix" "Striker" NA NA NA "3" NA "4" "1" "2" NA "2" NA NA "3" NA NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"19" NA "1" NA NA "22" "1" NA "79" "4" NA "10" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "2up6hmpgok15ge6cqkb8j444p" "Striker" "1" "2" "1" NA "1" "3" "2" "2" NA NA "1" "1" "1" NA NA NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "bnhwm1d9tmb8v99rucdqy9lux" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"10" NA NA NA NA "17" NA NA "38" "1" NA "0" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "63yryum0813b58ypffxkmzfu1" "Substitute" NA "1" NA "1" NA "1" "1" NA "2" NA NA "3" NA NA NA "1" NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "9jqd04gliv6k52any543nhzhl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"2" NA NA NA NA "2" NA NA "11" NA NA "0" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "acojw3ot2vmti0x3f2ildbund" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "5sf65zvzwgcoxajve80zhx4a1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "9xji90fzpgqz68s0i5kwpmfhl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "8gjkjsoacgpbeg223zge5azu1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"3" NA NA NA NA "3" NA NA "11" NA NA "0" "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "5jt2bi6gl4m799zgs4gxdd621" "Substitute" "1" NA "1" "1" NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "324sj6c4dinmry1g3b8ul6ity" "Zambia U20" "1nyip0i9afvnrb9e6xdpbch5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2nprkk06y1227vzyyncor2ktl" NA NA NA NA NA NA NA NA
"8" NA "2" NA "4" "12" "1" NA "90" NA NA "1" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "84ocqjdl6743lr2rsjyzgvd9l" "Goalkeeper" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" "1" NA NA NA NA NA NA NA
"72" NA "2" NA NA "81" "1" NA "90" "2" NA "3" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "87g6qlasqe627i5g7ir30j2sp" "Defender" NA "11" "1" NA NA "1" "1" "1" NA NA NA NA NA NA NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
"28" NA "2" NA NA "32" "1" NA "90" NA "2" "6" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "etlxfklgw6y9vbaobwbtoaaqx" "Defender" "1" NA "2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
"29" NA "2" NA NA "33" "1" NA "90" NA "4" "5" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "c0hzsi93psm5tmaro90ebyhnt" "Defender" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
"44" NA "2" NA NA "59" "1" NA "90" "3" NA "2" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "c8m4ox6n1v89qbbjq73s5ezmx" "Defender" "2" "15" "3" "1" NA NA NA "3" NA NA NA NA NA NA NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA "1" NA NA NA
"39" NA "2" NA NA "49" "1" NA "90" NA NA "11" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "2huay2gny5lfgpsrxs476d6mt" "Midfielder" "2" "2" "2" NA NA "2" NA "2" NA NA NA "1" "2" NA NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
"83" NA "2" NA NA "106" "1" NA "90" NA NA "8" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "9ai3yhgxjkcp5kf8588i252ad" "Midfielder" "1" "1" "3" "1" NA "4" "2" "3" NA NA NA NA "1" "1" NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
"67" NA "2" NA NA "78" "1" NA "90" NA NA "4" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "b9laanbzul8a7h5jo1z5vetpl" "Midfielder" "3" NA "3" NA NA "2" "2" NA NA "1" NA NA NA NA NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
"14" NA "1" NA NA "19" "1" NA "50" NA "1" "7" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "7sdnd4rrvvkpyq6fj9stofh7t" "Midfielder" NA "2" NA NA NA "1" NA NA NA NA "1" "1" NA "1" NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
"14" NA "1" NA NA "17" "1" NA "63" "2" NA "9" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "ca5ldsa3p3iacyyu5uhjkoo9" "Striker" NA NA NA "2" NA "2" "1" "1" NA NA "1" NA NA "1" NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
"13" NA "2" NA NA "23" "1" NA "90" "1" NA "10" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "4egdwxl2r7dqn5sc4wgopkhyh" "Striker" "1" NA "1" "3" NA "3" NA "6" NA "1" NA NA "3" NA NA NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA "1" NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "5rps6forynpfjmqlijt0fgpn9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
"7" NA "1" NA NA "7" NA NA "27" NA NA "0" "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "34w0dseqk24955er7shltiggl" "Substitute" NA NA NA NA NA "4" "1" NA NA "1" NA NA "3" NA NA "1" NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA "1" NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "mu48dfrlajvzl4t088atg7vt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "6s4zfgjux2gk9sauqc1bm9h49" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "d6gphu89283pngbaenacu1cr9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "7dr2jx3u755avbchwnycsq0h5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "51vgr13hujcsdw39m8po3f9ih" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "6c5z6whsuoapbdrwn4368orft" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "1aikdtiu8rovooq4apmp5b3s9" NA NA NA NA NA NA NA NA
