"accuratePass";"goalsConceded";"saves";"penaltyFaced";"goalKicks";"totalPass";"gameStarted";"penGoalsConceded";"minsPlayed";"totalClearance";"formationPlace";"fecha";"idequipo";"equipo";"idjugador";"position";"nombres";"apellidos";"wonTackle";"lostCorners";"totalThrows";"totalTackle";"fouls";"wasFouled";"penaltyConceded";"secondYellow";"redCard";"totalScoringAtt";"totalSubOff";"totalOffside";"shotOffTarget";"yellowCard";"cornerTaken";"blockedScoringAtt";"wonCorners";"totalSubOn";"subposicion";"stats[2, ]";"local";"id_partido";"cleanSheet";"ontargetScoringAtt";"goals";"goalAssist";"penaltySave";"penaltyWon";"ownGoals"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-05-13Z";"cdj7tqbsake4a0ks5pwm23t23";"Universidad de Chile";"8m48hwdbzblm6sgi1z5cj93p";"Substitute";"Gonzalo Antonio";"Collao Villegas";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";TRUE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
"8";NA;NA;NA;NA;"9";NA;NA;"6";NA;"0";"2019-05-13Z";"cdj7tqbsake4a0ks5pwm23t23";"Universidad de Chile";"287fodtg3sbi6enk4lp5gkt79";"Substitute";"Rodrigo Eduardo";"Echeverría Sáez";NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;"1";"Midfielder";NA;TRUE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"2019-05-13Z";"cdj7tqbsake4a0ks5pwm23t23";"Universidad de Chile";"a85ou2fbpndhtgji6in5mrz6d";"Substitute";"Ángelo José";"Henríquez Iturra";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;"Attacker";NA;TRUE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
"9";NA;NA;NA;NA;"10";NA;NA;"18";NA;"0";"2019-05-13Z";"cdj7tqbsake4a0ks5pwm23t23";"Universidad de Chile";"egdpq1pva7hl7w0yfnwj469cl";"Substitute";"Pablo Alejandro";"Parra Rubilar";NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";"Midfielder";NA;TRUE;"d0t77opfqer9iaqfgrrl0c6zu";NA;"1";NA;NA;NA;NA;NA
"8";NA;NA;NA;NA;"12";NA;NA;"27";"1";"0";"2019-05-13Z";"cdj7tqbsake4a0ks5pwm23t23";"Universidad de Chile";"9ztaodgpu7cjkqg1x9uhietw5";"Substitute";"Gabriel Arturo";"Torres Tejada";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Attacker";NA;TRUE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
"26";"1";"2";NA;"7";"41";"1";NA;"90";"1";"1";"2019-05-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"cahlp9pj7zp7gsqqm04hc4i51";"Goalkeeper";"Matías Nicolás";"Cano";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
"27";"1";NA;NA;NA;"33";"1";NA;"90";"2";"3";"2019-05-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"adqve2qobyms5fb3tyxnuowk5";"Defender";"Sebastián Eduardo";"Cabrera Morgado";NA;"1";"12";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;FALSE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
"24";"1";NA;NA;NA;"31";"1";NA;"90";"2";"6";"2019-05-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"27mefql6p5otjduigrc51zwlx";"Defender";"Diego Alejandro";"Oyarzún Carrasco";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
"25";"1";NA;NA;NA;"36";"1";NA;"90";"6";"5";"2019-05-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"3xfqyb7n91x9qpsvjyj1ih785";"Defender";"Sebastián Ignacio";"Silva Pérez";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;FALSE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
"46";"1";NA;NA;NA;"64";"1";NA;"90";"1";"2";"2019-05-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"dt86y76v2vnu1r5u10sv1rlxx";"Defender";"John Michael";"Salas Torres";"1";NA;"19";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;FALSE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
"20";"1";NA;NA;NA;"27";"1";NA;"80";"1";"8";"2019-05-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"ev7jx7lueg0tle909rhurch5h";"Midfielder";"Sebastián Paolo";"Galani Villega";"3";NA;NA;"5";"1";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
"30";"1";NA;NA;NA;"36";"1";NA;"90";NA;"4";"2019-05-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"arj6wz36r6wr961xynqg4m4lx";"Midfielder";"Fernando Nicolás";"Cornejo Miranda";"2";NA;NA;"3";"2";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"d0t77opfqer9iaqfgrrl0c6zu";NA;"1";"1";NA;NA;NA;NA
"20";"1";NA;NA;NA;"24";"1";NA;"90";NA;"7";"2019-05-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"bz9m6jlnvzlngtrn7e8w9av2t";"Midfielder";"Gerardo Ignacio";"Navarrete Barrientos";"1";NA;"1";"1";"1";"2";NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"d0t77opfqer9iaqfgrrl0c6zu";NA;NA;NA;NA;NA;NA;NA
